block,first_iter,iters,elapsed_ns,avg_ns,mismatches
0,0,100000,33599257,335.993,0
1,100000,100000,33504894,335.049,0
2,200000,100000,33559542,335.595,0
3,300000,100000,33525403,335.254,0
4,400000,100000,33505380,335.054,0
5,500000,100000,33560202,335.602,0
6,600000,100000,33565111,335.651,0
7,700000,100000,33480498,334.805,0
8,800000,100000,33548076,335.481,0
9,900000,100000,33694699,336.947,0
10,1000000,100000,33582450,335.825,0
11,1100000,100000,33564936,335.649,0
12,1200000,100000,33608989,336.090,0
13,1300000,100000,33565404,335.654,0
14,1400000,100000,33470124,334.701,0
15,1500000,100000,33507331,335.073,0
16,1600000,100000,33646128,336.461,0
17,1700000,100000,33475128,334.751,0
18,1800000,100000,33569737,335.697,0
19,1900000,100000,33567378,335.674,0
20,2000000,100000,33463692,334.637,0
21,2100000,100000,33594787,335.948,0
22,2200000,100000,33543864,335.439,0
23,2300000,100000,33504594,335.046,0
24,2400000,100000,33487789,334.878,0
25,2500000,100000,33607524,336.075,0
26,2600000,100000,33474252,334.743,0
27,2700000,100000,33611467,336.115,0
28,2800000,100000,33628980,336.290,0
29,2900000,100000,33574404,335.744,0
30,3000000,100000,33565297,335.653,0
31,3100000,100000,33470964,334.710,0
32,3200000,100000,33474690,334.747,0
33,3300000,100000,33554641,335.546,0
34,3400000,100000,33471336,334.713,0
35,3500000,100000,33482442,334.824,0
36,3600000,100000,33463507,334.635,0
37,3700000,100000,33563436,335.634,0
38,3800000,100000,33575196,335.752,0
39,3900000,100000,33536287,335.363,0
40,4000000,100000,33474252,334.743,0
41,4100000,100000,33475800,334.758,0
42,4200000,100000,33566953,335.670,0
43,4300000,100000,33573966,335.740,0
44,4400000,100000,33473088,334.731,0
45,4500000,100000,33463927,334.639,0
46,4600000,100000,33576690,335.767,0
47,4700000,100000,33476364,334.764,0
48,4800000,100000,33520171,335.202,0
49,4900000,100000,33514734,335.147,0
50,5000000,100000,33515976,335.160,0
51,5100000,100000,33472423,334.724,0
52,5200000,100000,33663102,336.631,0
53,5300000,100000,33551544,335.515,0
54,5400000,100000,33580807,335.808,0
55,5500000,100000,33511716,335.117,0
56,5600000,100000,33470610,334.706,0
57,5700000,100000,33568477,335.685,0
58,5800000,100000,33609228,336.092,0
59,5900000,100000,33463566,334.636,0
60,6000000,100000,33518401,335.184,0
61,6100000,100000,33500580,335.006,0
62,6200000,100000,33566484,335.665,0
63,6300000,100000,33486739,334.867,0
64,6400000,100000,33507702,335.077,0
65,6500000,100000,33521742,335.217,0
66,6600000,100000,33592939,335.929,0
67,6700000,100000,33522744,335.227,0
68,6800000,100000,33547284,335.473,0
69,6900000,100000,33480823,334.808,0
70,7000000,100000,33471174,334.712,0
71,7100000,100000,33657000,336.570,0
72,7200000,100000,33479749,334.797,0
73,7300000,100000,33471840,334.718,0
74,7400000,100000,33470118,334.701,0
75,7500000,100000,33474619,334.746,0
76,7600000,100000,33478002,334.780,0
77,7700000,100000,33504474,335.045,0
78,7800000,100000,33471703,334.717,0
79,7900000,100000,33462612,334.626,0
80,8000000,100000,33496788,334.968,0
81,8100000,100000,33660451,336.605,0
82,8200000,100000,33541284,335.413,0
83,8300000,100000,33488382,334.884,0
84,8400000,100000,33464857,334.649,0
85,8500000,100000,33480480,334.805,0
86,8600000,100000,33588372,335.884,0
87,8700000,100000,33527575,335.276,0
88,8800000,100000,33689166,336.892,0
89,8900000,100000,33486888,334.869,0
90,9000000,100000,33471487,334.715,0
91,9100000,100000,33569124,335.691,0
92,9200000,100000,33567144,335.671,0
93,9300000,100000,33538711,335.387,0
94,9400000,100000,33577428,335.774,0
95,9500000,100000,33504522,335.045,0
96,9600000,100000,33478285,334.783,0
97,9700000,100000,33575124,335.751,0
98,9800000,100000,33743970,337.440,0
99,9900000,100000,33771493,337.715,0
100,10000000,100000,33498924,334.989,0
101,10100000,100000,33743328,337.433,0
102,10200000,100000,33689839,336.898,0
103,10300000,100000,33489666,334.897,0
104,10400000,100000,33658926,336.589,0
105,10500000,100000,33488359,334.884,0
106,10600000,100000,33515412,335.154,0
107,10700000,100000,33538152,335.382,0
108,10800000,100000,33492691,334.927,0
109,10900000,100000,33469554,334.696,0
110,11000000,100000,33480900,334.809,0
111,11100000,100000,33586219,335.862,0
112,11200000,100000,33571332,335.713,0
113,11300000,100000,33787146,337.871,0
114,11400000,100000,33529915,335.299,0
115,11500000,100000,33566172,335.662,0
116,11600000,100000,33472680,334.727,0
117,11700000,100000,33514429,335.144,0
118,11800000,100000,33558798,335.588,0
119,11900000,100000,33487890,334.879,0
120,12000000,100000,33463267,334.633,0
121,12100000,100000,33543024,335.430,0
122,12200000,100000,33676704,336.767,0
123,12300000,100000,33465307,334.653,0
124,12400000,100000,33469734,334.697,0
125,12500000,100000,33574458,335.745,0
126,12600000,100000,33523021,335.230,0
127,12700000,100000,33463734,334.637,0
128,12800000,100000,33481584,334.816,0
129,12900000,100000,33621349,336.213,0
130,13000000,100000,33472332,334.723,0
131,13100000,100000,33479532,334.795,0
132,13200000,100000,33566953,335.670,0
133,13300000,100000,33469974,334.700,0
134,13400000,100000,33474576,334.746,0
135,13500000,100000,33639487,336.395,0
136,13600000,100000,33475002,334.750,0
137,13700000,100000,33510960,335.110,0
138,13800000,100000,33463957,334.640,0
139,13900000,100000,33497988,334.980,0
140,14000000,100000,33565674,335.657,0
141,14100000,100000,33542815,335.428,0
142,14200000,100000,33583728,335.837,0
143,14300000,100000,33541284,335.413,0
144,14400000,100000,33479329,334.793,0
145,14500000,100000,33515082,335.151,0
146,14600000,100000,33529236,335.292,0
147,14700000,100000,33649873,336.499,0
148,14800000,100000,33486126,334.861,0
149,14900000,100000,33472086,334.721,0
150,15000000,100000,33473845,334.738,0
151,15100000,100000,33600876,336.009,0
152,15200000,100000,33471480,334.715,0
153,15300000,100000,33481849,334.818,0
154,15400000,100000,33551772,335.518,0
155,15500000,100000,33478194,334.782,0
156,15600000,100000,33480055,334.801,0
157,15700000,100000,33510300,335.103,0
158,15800000,100000,33569124,335.691,0
159,15900000,100000,33664597,336.646,0
160,16000000,100000,33471918,334.719,0
161,16100000,100000,33646572,336.466,0
162,16200000,100000,33486739,334.867,0
163,16300000,100000,33463278,334.633,0
164,16400000,100000,33507630,335.076,0
165,16500000,100000,33487879,334.879,0
166,16600000,100000,33559920,335.599,0
167,16700000,100000,33671124,336.711,0
168,16800000,100000,33468781,334.688,0
169,16900000,100000,33471768,334.718,0
170,17000000,100000,33496518,334.965,0
171,17100000,100000,33570805,335.708,0
172,17200000,100000,33464526,334.645,0
173,17300000,100000,33610260,336.103,0
174,17400000,100000,33552901,335.529,0
175,17500000,100000,33472860,334.729,0
176,17600000,100000,33481974,334.820,0
177,17700000,100000,33537769,335.378,0
178,17800000,100000,33477042,334.770,0
179,17900000,100000,33567954,335.680,0
180,18000000,100000,33532279,335.323,0
181,18100000,100000,33468246,334.682,0
182,18200000,100000,33576990,335.770,0
183,18300000,100000,33565075,335.651,0
184,18400000,100000,33574758,335.748,0
185,18500000,100000,33567642,335.676,0
186,18600000,100000,33558823,335.588,0
187,18700000,100000,33481548,334.815,0
188,18800000,100000,33469668,334.697,0
189,18900000,100000,33472243,334.722,0
190,19000000,100000,33479226,334.792,0
191,19100000,100000,33471414,334.714,0
192,19200000,100000,33515311,335.153,0
193,19300000,100000,33474276,334.743,0
194,19400000,100000,33571986,335.720,0
195,19500000,100000,33504469,335.045,0
196,19600000,100000,33481818,334.818,0
197,19700000,100000,33463452,334.635,0
198,19800000,100000,33477835,334.778,0
199,19900000,100000,33479382,334.794,0
200,20000000,100000,33529134,335.291,0
201,20100000,100000,33583597,335.836,0
202,20200000,100000,33554820,335.548,0
203,20300000,100000,33528906,335.289,0
204,20400000,100000,33699781,336.998,0
205,20500000,100000,33555228,335.552,0
206,20600000,100000,33593262,335.933,0
207,20700000,100000,33581221,335.812,0
208,20800000,100000,33546432,335.464,0
209,20900000,100000,33465342,334.653,0
210,21000000,100000,33602293,336.023,0
211,21100000,100000,33539520,335.395,0
212,21200000,100000,33472254,334.723,0
213,21300000,100000,33568135,335.681,0
214,21400000,100000,33572856,335.729,0
215,21500000,100000,33582408,335.824,0
216,21600000,100000,33561025,335.610,0
217,21700000,100000,33475380,334.754,0
218,21800000,100000,33570372,335.704,0
219,21900000,100000,33471661,334.717,0
220,22000000,100000,33463404,334.634,0
221,22100000,100000,33487704,334.877,0
222,22200000,100000,33513049,335.130,0
223,22300000,100000,33517338,335.173,0
224,22400000,100000,33581280,335.813,0
225,22500000,100000,33616813,336.168,0
226,22600000,100000,33602442,336.024,0
227,22700000,100000,33509916,335.099,0
228,22800000,100000,33697345,336.973,0
229,22900000,100000,33693558,336.936,0
230,23000000,100000,33570834,335.708,0
231,23100000,100000,33464419,334.644,0
232,23200000,100000,33661014,336.610,0
233,23300000,100000,33576186,335.762,0
234,23400000,100000,33522217,335.222,0
235,23500000,100000,33482802,334.828,0
236,23600000,100000,33464190,334.642,0
237,23700000,100000,33659569,336.596,0
238,23800000,100000,33474246,334.742,0
239,23900000,100000,33472650,334.726,0
240,24000000,100000,33599977,336.000,0
241,24100000,100000,33577296,335.773,0
242,24200000,100000,33533670,335.337,0
243,24300000,100000,33478405,334.784,0
244,24400000,100000,33605976,336.060,0
245,24500000,100000,33463488,334.635,0
246,24600000,100000,33601729,336.017,0
247,24700000,100000,33565032,335.650,0
248,24800000,100000,33471660,334.717,0
249,24900000,100000,33479311,334.793,0
250,25000000,100000,33564792,335.648,0
251,25100000,100000,33611106,336.111,0
252,25200000,100000,33474163,334.742,0
253,25300000,100000,33644592,336.446,0
254,25400000,100000,33651366,336.514,0
255,25500000,100000,33577549,335.775,0
256,25600000,100000,33463416,334.634,0
257,25700000,100000,33582060,335.821,0
258,25800000,100000,33564625,335.646,0
259,25900000,100000,33559386,335.594,0
260,26000000,100000,33582780,335.828,0
261,26100000,100000,33464635,334.646,0
262,26200000,100000,33566718,335.667,0
263,26300000,100000,33503448,335.034,0
264,26400000,100000,33617977,336.180,0
265,26500000,100000,33547290,335.473,0
266,26600000,100000,33675624,336.756,0
267,26700000,100000,33625363,336.254,0
268,26800000,100000,33690006,336.900,0
269,26900000,100000,33481518,334.815,0
270,27000000,100000,33564661,335.647,0
271,27100000,100000,33577020,335.770,0
272,27200000,100000,33462858,334.629,0
273,27300000,100000,33534289,335.343,0
274,27400000,100000,33479976,334.800,0
275,27500000,100000,33542676,335.427,0
276,27600000,100000,33479749,334.797,0
277,27700000,100000,33570792,335.708,0
278,27800000,100000,33471810,334.718,0
279,27900000,100000,33463831,334.638,0
280,28000000,100000,33582300,335.823,0
281,28100000,100000,33558246,335.582,0
282,28200000,100000,33561457,335.615,0
283,28300000,100000,33485124,334.851,0
284,28400000,100000,33526086,335.261,0
285,28500000,100000,33671155,336.712,0
286,28600000,100000,33564372,335.644,0
287,28700000,100000,33567816,335.678,0
288,28800000,100000,33568969,335.690,0
289,28900000,100000,33475986,334.760,0
290,29000000,100000,33559284,335.593,0
291,29100000,100000,33500797,335.008,0
292,29200000,100000,33637602,336.376,0
293,29300000,100000,33474300,334.743,0
294,29400000,100000,33578173,335.782,0
295,29500000,100000,33463518,334.635,0
296,29600000,100000,33476442,334.764,0
297,29700000,100000,33474229,334.742,0
298,29800000,100000,33471990,334.720,0
299,29900000,100000,33656694,336.567,0
300,30000000,100000,33483457,334.835,0
301,30100000,100000,33469260,334.693,0
302,30200000,100000,33572994,335.730,0
303,30300000,100000,33473287,334.733,0
304,30400000,100000,33521022,335.210,0
305,30500000,100000,33481476,334.815,0
306,30600000,100000,33650899,336.509,0
307,30700000,100000,33549966,335.500,0
308,30800000,100000,33574380,335.744,0
309,30900000,100000,33469825,334.698,0
310,31000000,100000,33695220,336.952,0
311,31100000,100000,33568536,335.685,0
312,31200000,100000,33475111,334.751,0
313,31300000,100000,33464730,334.647,0
314,31400000,100000,33576072,335.761,0
315,31500000,100000,33557923,335.579,0
316,31600000,100000,33487182,334.872,0
317,31700000,100000,33469638,334.696,0
318,31800000,100000,33525001,335.250,0
319,31900000,100000,33486900,334.869,0
320,32000000,100000,33469470,334.695,0
321,32100000,100000,33568633,335.686,0
322,32200000,100000,33670554,336.706,0
323,32300000,100000,33480162,334.802,0
324,32400000,100000,33464737,334.647,0
325,32500000,100000,33485004,334.850,0
326,32600000,100000,33472290,334.723,0
