time_s,latency_ns,mismatch
0.001105224,1440.000,0
0.001106628,1404.000,0
0.001108032,1404.000,0
0.001109424,1392.000,0
0.001110816,1392.000,0
0.001112178,1362.000,0
0.001113630,1452.000,0
0.001115100,1470.000,0
0.001116504,1404.000,0
0.001117884,1380.000,0
0.001119288,1404.000,0
0.001120680,1392.000,0
0.001122066,1386.000,0
0.001123506,1440.000,0
0.001124958,1452.000,0
0.001126392,1434.000,0
0.001127760,1368.000,0
0.001129152,1392.000,0
0.001130556,1404.000,0
0.001131936,1380.000,0
0.001133304,1368.000,0
0.001134702,1398.000,0
0.001136130,1428.000,0
0.001137582,1452.000,0
0.001138992,1410.000,0
0.001140396,1404.000,0
0.001141782,1386.000,0
0.001144224,2442.000,0
0.001145748,1524.000,0
0.001147206,1458.000,0
0.001148610,1404.000,0
0.001150074,1464.000,0
0.001151496,1422.000,0
0.001152882,1386.000,0
0.001154298,1416.000,0
0.001155696,1398.000,0
0.001157118,1422.000,0
0.001158552,1434.000,0
0.001159932,1380.000,0
0.001161360,1428.000,0
0.001162770,1410.000,0
0.001164192,1422.000,0
0.001165602,1410.000,0
0.001167018,1416.000,0
0.001168446,1428.000,0
0.001169880,1434.000,0
0.001171284,1404.000,0
0.001172700,1416.000,0
0.001174110,1410.000,0
0.001175508,1398.000,0
0.001176900,1392.000,0
0.001178310,1410.000,0
0.001179696,1386.000,0
0.001181100,1404.000,0
0.001182492,1392.000,0
0.001183896,1404.000,0
0.001185270,1374.000,0
0.001186692,1422.000,0
0.001188066,1374.000,0
0.001189482,1416.000,0
0.001190916,1434.000,0
0.001192326,1410.000,0
0.001193766,1440.000,0
0.001195200,1434.000,0
0.001196598,1398.000,0
0.001198692,2094.000,0
0.001200240,1548.000,0
0.001201650,1410.000,0
0.001203048,1398.000,0
0.001204452,1404.000,0
0.001205844,1392.000,0
0.001207254,1410.000,0
0.001208628,1374.000,0
0.001210026,1398.000,0
0.001211388,1362.000,0
0.001212762,1374.000,0
0.001214154,1392.000,0
0.001215522,1368.000,0
0.001216914,1392.000,0
0.001218288,1374.000,0
0.001219698,1410.000,0
0.001221084,1386.000,0
0.001222488,1404.000,0
0.001223874,1386.000,0
0.001225272,1398.000,0
0.001226694,1422.000,0
0.001228116,1422.000,0
0.001229520,1404.000,0
0.001230912,1392.000,0
0.001232322,1410.000,0
0.001233732,1410.000,0
0.001235142,1410.000,0
0.001236528,1386.000,0
0.001237938,1410.000,0
0.001239342,1404.000,0
0.001240758,1416.000,0
0.001242138,1380.000,0
0.001243506,1368.000,0
0.001244892,1386.000,0
0.001246272,1380.000,0
0.001247670,1398.000,0
0.001249032,1362.000,0
0.001250406,1374.000,0
0.001251792,1386.000,0
0.001253160,1368.000,0
0.001254570,1410.000,0
0.001255944,1374.000,0
0.001257360,1416.000,0
0.001258770,1410.000,0
0.001260180,1410.000,0
0.001261596,1416.000,0
0.001262964,1368.000,0
0.001264380,1416.000,0
0.001265814,1434.000,0
0.001267218,1404.000,0
0.001268586,1368.000,0
0.001269990,1404.000,0
0.001271442,1452.000,0
0.001272906,1464.000,0
0.001274298,1392.000,0
0.001275744,1446.000,0
0.001277160,1416.000,0
0.001278546,1386.000,0
0.001279998,1452.000,0
