block,first_iter,iters,elapsed_ns,avg_ns,mismatches
0,0,100000,33534918,335.349,0
1,100000,100000,33468259,334.683,0
2,200000,100000,33483216,334.832,0
3,300000,100000,33501630,335.016,0
4,400000,100000,33543733,335.437,0
5,500000,100000,33593082,335.931,0
6,600000,100000,33574158,335.742,0
7,700000,100000,33611035,336.110,0
8,800000,100000,33483204,334.832,0
9,900000,100000,33470562,334.706,0
10,1000000,100000,33559591,335.596,0
11,1100000,100000,33575862,335.759,0
12,1200000,100000,33463602,334.636,0
13,1300000,100000,33470875,334.709,0
14,1400000,100000,33668496,336.685,0
15,1500000,100000,33535170,335.352,0
16,1600000,100000,33478573,334.786,0
17,1700000,100000,33464226,334.642,0
18,1800000,100000,33469350,334.693,0
19,1900000,100000,33473425,334.734,0
20,2000000,100000,33471306,334.713,0
21,2100000,100000,33537360,335.374,0
22,2200000,100000,33482059,334.821,0
23,2300000,100000,33463842,334.638,0
24,2400000,100000,33522030,335.220,0
25,2500000,100000,33573871,335.739,0
26,2600000,100000,33465510,334.655,0
27,2700000,100000,33577926,335.779,0
28,2800000,100000,33478705,334.787,0
29,2900000,100000,33473400,334.734,0
30,3000000,100000,33558774,335.588,0
31,3100000,100000,33481711,334.817,0
32,3200000,100000,33463926,334.639,0
33,3300000,100000,33471720,334.717,0
34,3400000,100000,33567625,335.676,0
35,3500000,100000,33472368,334.724,0
36,3600000,100000,33484338,334.843,0
37,3700000,100000,33468547,334.685,0
38,3800000,100000,33472854,334.729,0
39,3900000,100000,33594738,335.947,0
40,4000000,100000,33472273,334.723,0
41,4100000,100000,33464028,334.640,0
42,4200000,100000,33671982,336.720,0
43,4300000,100000,33564865,335.649,0
44,4400000,100000,33465150,334.651,0
45,4500000,100000,33481410,334.814,0
46,4600000,100000,33464221,334.642,0
47,4700000,100000,33471372,334.714,0
48,4800000,100000,33568092,335.681,0
49,4900000,100000,33471829,334.718,0
50,5000000,100000,33463590,334.636,0
51,5100000,100000,33671622,336.716,0
52,5200000,100000,33470359,334.704,0
53,5300000,100000,33473646,334.736,0
54,5400000,100000,33471390,334.714,0
55,5500000,100000,33567253,335.673,0
56,5600000,100000,33484128,334.841,0
57,5700000,100000,33508740,335.087,0
58,5800000,100000,33472375,334.724,0
59,5900000,100000,33479514,334.795,0
60,6000000,100000,33464730,334.647,0
61,6100000,100000,33470071,334.701,0
62,6200000,100000,33569052,335.691,0
63,6300000,100000,33471642,334.716,0
64,6400000,100000,33552319,335.523,0
65,6500000,100000,33521418,335.214,0
66,6600000,100000,33471858,334.719,0
67,6700000,100000,33473869,334.739,0
68,6800000,100000,33479958,334.800,0
69,6900000,100000,33464430,334.644,0
70,7000000,100000,33576343,335.763,0
71,7100000,100000,33464478,334.645,0
72,7200000,100000,33471354,334.714,0
73,7300000,100000,33663277,336.633,0
74,7400000,100000,33557376,335.574,0
75,7500000,100000,33514716,335.147,0
76,7600000,100000,33481297,334.813,0
77,7700000,100000,33549006,335.490,0
78,7800000,100000,33464376,334.644,0
79,7900000,100000,33480829,334.808,0
80,8000000,100000,33462918,334.629,0
81,8100000,100000,33566394,335.664,0
82,8200000,100000,33472933,334.729,0
83,8300000,100000,33512370,335.124,0
84,8400000,100000,33674970,336.750,0
85,8500000,100000,33465313,334.653,0
86,8600000,100000,33601902,336.019,0
87,8700000,100000,33476382,334.764,0
88,8800000,100000,33471643,334.716,0
89,8900000,100000,33466578,334.666,0
