time_h,avg_ns
0.000009311,335.183
0.000018612,334.861
0.000027969,336.824
0.000037293,335.692
0.000046589,334.650
0.000055917,335.803
0.000065240,335.613
0.000074537,334.713
0.000083836,334.758
0.000093134,334.741
0.000102442,335.063
0.000111745,334.917
0.000121062,335.406
0.000130394,335.966
0.000139730,336.084
0.000149043,335.256
0.000158343,334.820
0.000167674,335.924
0.000176988,335.278
0.000186290,334.893
0.000195612,335.599
0.000204909,334.692
0.000214234,335.690
0.000223545,335.211
0.000232841,334.635
0.000242141,334.813
0.000251479,336.149
0.000260780,334.861
0.000270097,335.391
0.000279438,336.266
0.000288738,334.828
0.000298060,335.593
0.000307372,335.235
0.000316708,336.086
0.000326057,336.572
0.000335368,335.175
0.000344695,335.774
0.000354041,336.459
0.000363364,335.614
0.000372671,335.062
0.000381967,334.666
0.000391265,334.735
0.000400590,335.689
0.000409888,334.742
0.000419189,334.824
0.000428511,335.590
0.000437808,334.696
0.000447107,334.742
0.000456415,335.098
0.000465757,336.326
0.000475058,334.815
0.000484353,334.637
0.000493677,335.662
0.000503003,335.748
0.000512299,334.645
0.000521599,334.810
0.000530935,336.091
0.000540250,335.344
0.000549571,335.564
0.000558874,334.886
0.000568196,335.612
0.000577497,334.825
0.000586794,334.702
0.000596110,335.348
0.000605436,335.756
0.000614758,335.589
0.000624077,335.479
0.000633402,335.685
0.000642713,335.208
0.000652035,335.587
0.000661365,335.875
0.000670662,334.703
0.000679984,335.593
0.000689284,334.805
0.000698580,334.641
0.000707904,335.664
0.000717202,334.737
0.000726526,335.661
0.000735852,335.745
0.000745172,335.534
0.000754470,334.698
0.000763794,335.693
0.000773115,335.547
0.000782425,335.164
0.000791728,334.891
0.000801045,335.413
0.000810370,335.693
0.000819679,335.137
0.000829002,335.629
0.000838309,335.063
0.000847635,335.729
0.000856970,336.042
0.000866302,335.973
0.000875627,335.699
0.000884950,335.606
0.000894303,336.714
0.000903622,335.509
0.000912931,335.115
0.000922237,335.010
0.000931533,334.640
0.000940849,335.388
0.000950149,334.797
0.000959504,336.767
0.000968825,335.587
0.000978144,335.476
0.000987469,335.684
0.000996766,334.714
0.001006062,334.644
0.001015394,335.940
0.001024691,334.699
0.001033987,334.648
0.001043293,335.022
0.001052588,334.639
0.001061886,334.715
0.001071216,335.878
0.001080517,334.854
0.001089849,335.944
0.001099177,335.808
0.001108501,335.664
0.001117827,335.718
0.001127162,336.076
0.001136484,335.591
0.001145784,334.810
0.001155102,335.445
0.001164400,334.707
0.001173726,335.742
0.001183043,335.399
0.001192344,334.835
0.001201669,335.708
0.001210993,335.672
0.001220315,335.589
0.001229668,336.723
0.001238964,334.635
0.001248298,336.038
0.001257595,334.697
0.001266891,334.643
0.001276218,335.767
0.001285526,335.094
0.001294846,335.505
0.001304144,334.741
0.001313456,335.232
0.001322751,334.633
0.001332052,334.814
0.001341349,334.700
0.001350670,335.546
0.001360007,336.160
0.001369332,335.689
0.001378633,334.842
0.001387929,334.639
0.001397227,334.721
0.001406526,334.794
0.001415860,335.996
0.001425157,334.698
0.001434482,335.696
0.001443779,334.711
0.001453077,334.711
0.001462408,335.941
0.001471704,334.630
0.001481025,335.573
0.001490354,335.839
0.001499686,335.942
0.001508983,334.699
0.001518308,335.690
0.001527605,334.710
0.001536930,335.676
0.001546252,335.621
0.001555568,335.347
0.001564868,334.807
0.001574165,334.701
0.001583508,336.362
0.001592835,335.758
0.001602130,334.638
0.001611428,334.710
0.001620756,335.810
0.001630086,335.871
0.001639408,335.607
0.001648709,334.831
0.001658008,334.755
0.001667333,335.724
0.001676658,335.675
0.001685953,334.635
0.001695280,335.781
0.001704576,334.649
0.001713897,335.560
0.001723203,335.002
0.001732548,336.415
0.001741845,334.700
0.001751200,336.787
0.001760524,335.667
0.001769820,334.636
0.001779120,334.812
0.001788415,334.632
0.001797713,334.714
0.001807013,334.793
0.001816309,334.643
0.001825609,334.803
0.001834940,335.943
0.001844254,335.300
0.001853579,335.676
0.001862914,336.091
0.001872232,335.429
0.001881584,336.660
0.001890881,334.724
0.001900184,334.883
0.001909508,335.685
0.001918834,335.727
0.001928134,334.805
0.001937475,336.275
0.001946802,335.763
0.001956098,334.640
0.001965395,334.722
0.001974726,335.906
0.001984024,334.717
0.001993341,335.423
0.002002641,334.810
0.002011939,334.702
0.002021270,335.933
0.002030580,335.142
0.002039891,335.200
0.002049189,334.720
0.002058487,334.728
0.002067803,335.387
0.002077098,334.631
0.002086426,335.812
0.002095724,334.702
0.002105049,335.715
0.002114347,334.744
0.002123646,334.742
0.002132974,335.829
0.002142320,336.433
0.002151644,335.675
0.002160944,334.803
0.002170294,336.583
0.002179594,334.810
0.002188919,335.704
0.002198218,334.756
0.002207540,335.587
0.002216868,335.805
0.002226189,335.582
0.002235497,335.085
0.002244805,335.091
0.002254121,335.377
0.002263461,336.245
0.002272758,334.666
0.002282056,334.756
0.002291382,335.714
0.002300706,335.677
0.002310002,334.663
0.002319304,334.845
0.002328628,335.661
0.002337951,335.628
0.002347278,335.787
0.002356591,335.284
0.002365919,335.792
0.002375225,335.001
0.002384553,335.807
0.002393853,334.815
0.002403175,335.596
0.002412472,334.705
0.002421802,335.871
0.002431122,335.503
0.002440441,335.478
0.002449741,334.821
0.002459046,334.987
0.002468409,337.070
0.002477709,334.800
0.002487005,334.649
0.002496332,335.758
0.002505664,335.947
0.002514988,335.668
0.002524286,334.736
0.002533584,334.719
0.002542879,334.636
0.002552206,335.760
0.002561503,334.695
0.002570825,335.599
0.002580125,334.810
0.002589421,334.639
0.002598719,334.714
0.002608043,335.685
0.002617341,334.710
0.002626636,334.626
0.002635936,334.812
0.002645236,334.788
0.002654532,334.654
0.002663832,334.805
0.002673127,334.635
0.002682428,334.813
0.002691733,335.007
0.002701094,336.966
0.002710420,335.742
0.002719715,334.646
0.002729047,335.923
0.002738372,335.727
0.002747711,336.192
0.002757008,334.686
0.002766336,335.809
0.002775651,335.335
0.002784959,335.078
0.002794311,336.695
0.002803632,335.553
0.002812947,335.353
0.002822249,334.849
0.002831576,335.772
0.002840886,335.179
0.002850184,334.700
0.002859508,335.691
0.002868806,334.715
0.002878101,334.634
0.002887402,334.812
0.002896714,335.236
0.002906012,334.718
0.002915311,334.787
0.002924625,335.299
0.002933952,335.755
0.002943247,334.631
0.002952571,335.658
0.002961922,336.638
0.002971219,334.715
0.002980515,334.628
0.002989841,335.759
0.002999165,335.665
0.003008471,335.023
0.003017802,335.887
0.003027097,334.639
0.003036421,335.660
0.003045746,335.679
0.003055091,336.439
0.003064391,334.814
0.003073688,334.691
0.003082986,334.712
0.003092284,334.745
0.003101594,335.142
0.003110926,335.943
0.003120226,334.820
0.003129535,335.108
0.003138846,335.192
0.003148172,335.747
0.003157468,334.645
0.003166765,334.691
0.003176063,334.736
0.003185360,334.709
0.003194681,335.559
0.003203982,334.805
0.003213295,335.274
0.003222595,334.807
0.003231902,335.043
0.003241217,335.337
0.003250543,335.750
0.003259865,335.588
0.003269215,336.618
0.003278569,336.722
0.003287881,335.246
0.003297228,336.489
0.003306529,334.837
0.003315829,334.800
0.003325162,335.979
0.003334471,335.120
0.003343766,334.628
0.003353066,334.813
0.003362362,334.635
0.003371659,334.717
0.003381012,336.697
0.003390308,334.641
0.003399605,334.701
0.003408933,335.824
0.003418231,334.715
0.003427527,334.636
0.003436827,334.812
0.003446122,334.635
0.003455443,335.562
0.003464769,335.738
0.003474081,335.220
0.003483404,335.605
0.003492702,334.740
0.003501999,334.712
0.003511297,334.723
0.003520621,335.667
0.003529943,335.586
0.003539243,334.808
0.003548541,334.702
0.003557861,335.529
0.003567217,336.819
0.003576515,334.710
0.003585813,334.732
0.003595111,334.733
0.003604408,334.706
0.003613703,334.629
0.003623030,335.759
0.003632354,335.647
0.003641649,334.634
0.003650949,334.809
0.003660244,334.626
0.003669545,334.810
0.003678840,334.627
0.003688138,334.717
0.003697445,335.067
0.003706741,334.644
0.003716058,335.418
0.003725409,336.648
0.003734716,335.048
0.003744021,334.986
0.003753346,335.674
0.003762642,334.671
0.003771971,335.844
0.003781293,335.583
0.003790593,334.814
0.003799915,335.575
0.003809212,334.717
0.003818603,338.064
