2124,0.03 0.01 0.00 1/47 107
2154,0.02 0.01 0.00 1/47 109
2184,0.23 0.06 0.02 2/50 116
2214,0.54 0.15 0.05 2/50 118
2244,0.72 0.23 0.08 2/50 122
2274,0.83 0.31 0.11 2/50 124
2304,0.90 0.37 0.14 2/50 128
2334,0.94 0.43 0.17 2/50 130
2365,0.96 0.49 0.20 2/50 134
2395,0.98 0.54 0.22 2/50 136
2425,0.99 0.59 0.25 2/50 140
2455,0.99 0.63 0.28 2/50 142
2485,1.00 0.66 0.30 2/50 146
2515,1.00 0.69 0.32 2/50 148
2545,1.00 0.72 0.34 2/50 152
2575,1.00 0.75 0.37 2/50 154
2605,1.00 0.78 0.39 2/50 158
2635,1.00 0.80 0.41 2/50 160
2665,1.00 0.82 0.43 2/50 164
2695,1.00 0.84 0.45 2/50 166
2725,1.00 0.86 0.47 2/50 170
2755,1.00 0.87 0.48 2/50 172
2785,1.00 0.88 0.50 2/50 176
2815,1.00 0.90 0.52 2/50 178
2845,1.00 0.91 0.54 2/50 182
2875,1.00 0.92 0.55 2/50 184
2905,1.00 0.93 0.57 2/50 188
2935,1.00 0.94 0.58 2/50 190
2965,1.00 0.94 0.60 2/50 194
2995,1.00 0.95 0.61 2/50 196
3025,1.00 0.95 0.63 2/50 200
3055,1.00 0.96 0.64 2/50 202
3085,1.00 0.97 0.65 2/50 206
3115,1.00 0.97 0.66 2/50 208
3145,1.00 0.97 0.68 2/50 210
3175,1.00 0.98 0.69 2/50 214
3205,1.00 0.98 0.70 2/50 216
3235,1.00 0.98 0.71 2/50 220
3265,1.00 0.99 0.72 2/50 222
3295,1.00 0.99 0.73 2/50 226
3325,1.00 0.99 0.74 2/50 228
3355,1.00 1.00 0.75 2/50 232
3385,1.00 1.00 0.76 2/50 234
3415,1.00 1.00 0.77 2/50 238
3445,1.00 1.00 0.78 2/50 240
3475,1.00 1.00 0.79 2/50 244
3505,1.00 1.00 0.79 2/50 246
3535,1.00 1.00 0.80 2/50 250
3565,1.00 1.00 0.81 2/50 252
3595,1.00 1.00 0.82 2/50 256
3625,1.00 1.00 0.83 2/50 258
3655,1.00 1.00 0.83 2/50 262
3685,1.00 1.00 0.84 2/50 264
3715,1.00 1.00 0.84 2/50 268
3745,1.00 1.00 0.85 2/50 270
3775,1.00 1.00 0.86 2/50 274
3805,1.00 1.00 0.86 2/50 276
3835,1.00 1.00 0.87 2/50 280
3865,1.00 1.00 0.87 2/50 282
3895,1.00 1.00 0.88 2/50 286
3925,1.00 1.00 0.88 2/50 288
3955,1.00 1.00 0.89 2/50 292
3985,1.00 1.00 0.90 2/50 294
4015,1.00 1.00 0.90 2/50 298
4045,1.00 1.00 0.91 2/50 300
4075,1.00 1.00 0.91 2/50 304
4105,1.00 1.00 0.91 2/50 306
4135,1.00 1.00 0.92 2/50 310
4165,1.00 1.00 0.92 2/50 312
4195,1.00 1.00 0.92 2/50 316
4225,1.00 1.00 0.93 2/50 318
4255,1.00 1.00 0.93 2/50 322
4285,1.00 1.00 0.93 2/50 324
4315,1.00 1.00 0.93 2/50 328
4345,1.00 1.00 0.94 2/50 330
4375,1.00 1.00 0.94 2/50 334
4405,1.00 1.00 0.94 2/50 336
4435,1.00 1.00 0.95 2/50 340
4465,1.00 1.00 0.95 2/50 342
4495,1.00 1.00 0.95 2/50 346
4525,1.00 1.00 0.96 2/50 348
4555,1.00 1.00 0.96 2/50 352
4585,1.00 1.00 0.96 2/50 354
4615,1.00 1.00 0.96 2/50 358
4645,1.00 1.00 0.97 2/50 360
4676,1.00 1.00 0.97 2/50 364
4706,1.00 1.00 0.97 2/50 366
4736,1.00 1.00 0.98 2/50 370
4766,1.00 1.00 0.98 2/50 372
4796,1.00 1.00 0.98 2/50 376
4826,1.00 1.00 0.98 2/50 378
4856,1.00 1.00 0.99 2/50 382
4886,1.00 1.00 0.99 2/50 384
4916,1.00 1.00 0.99 2/50 388
4946,1.00 1.00 1.00 2/50 390
4976,1.00 1.00 1.00 2/50 394
5006,1.00 1.00 1.00 2/50 396
5036,1.00 1.00 1.00 2/50 400
5066,1.00 1.00 1.00 2/50 402
5096,1.00 1.00 1.00 2/50 406
