block,first_iter,iters,elapsed_ns,avg_ns,mismatches
0,0,100000,33563239,335.632,0
1,100000,100000,33607608,336.076,0
2,200000,100000,63592141,635.921,0
3,300000,100000,63523542,635.235,0
4,400000,100000,63503389,635.034,0
5,500000,100000,63517999,635.180,0
6,600000,100000,83543700,835.437,0
7,700000,100000,53496805,534.968,0
8,800000,100000,73542703,735.427,0
9,900000,100000,73569654,735.697,0
10,1000000,100000,33477445,334.774,0
11,1100000,100000,33567474,335.675,0
12,1200000,100000,33576402,335.764,0
13,1300000,100000,33476017,334.760,0
14,1400000,100000,33617982,336.180,0
15,1500000,100000,53516083,535.161,0
16,1600000,100000,63509574,635.096,0
17,1700000,100000,43543987,435.440,0
18,1800000,100000,33466614,334.666,0
19,1900000,100000,33478014,334.780,0
20,2000000,100000,33611995,336.120,0
21,2100000,100000,43499280,434.993,0
22,2200000,100000,73513447,735.134,0
23,2300000,100000,33527784,335.278,0
24,2400000,100000,33475399,334.754,0
25,2500000,100000,33566718,335.667,0
26,2600000,100000,33512862,335.129,0
27,2700000,100000,33487651,334.877,0
28,2800000,100000,53609940,536.099,0
29,2900000,100000,73540453,735.405,0
30,3000000,100000,33485412,334.854,0
31,3100000,100000,33570954,335.710,0
32,3200000,100000,33479809,334.798,0
33,3300000,100000,33482268,334.823,0
34,3400000,100000,63521869,635.219,0
35,3500000,100000,53605878,536.059,0
36,3600000,100000,33466759,334.668,0
37,3700000,100000,33498612,334.986,0
38,3800000,100000,33646302,336.463,0
39,3900000,100000,33604765,336.048,0
40,4000000,100000,33502242,335.022,0
41,4100000,100000,63588799,635.888,0
42,4200000,100000,63510354,635.104,0
43,4300000,100000,33502927,335.029,0
44,4400000,100000,33531510,335.315,0
45,4500000,100000,33521832,335.218,0
46,4600000,100000,33481765,334.818,0
47,4700000,100000,53514228,535.142,0
48,4800000,100000,63554359,635.544,0
49,4900000,100000,33466044,334.660,0
50,5000000,100000,33473742,334.737,0
51,5100000,100000,33512419,335.124,0
52,5200000,100000,33574056,335.741,0
53,5300000,100000,33481872,334.819,0
54,5400000,100000,73552909,735.529,0
55,5500000,100000,52561633,525.616,0
56,5600000,100000,33591384,335.914,0
57,5700000,100000,33600000,336.000,0
58,5800000,100000,33478159,334.782,0
59,5900000,100000,33509982,335.100,0
60,6000000,100000,73506469,735.065,0
61,6100000,100000,43554660,435.547,0
62,6200000,100000,33482712,334.827,0
63,6300000,100000,33524533,335.245,0
64,6400000,100000,33526320,335.263,0
65,6500000,100000,33491706,334.917,0
66,6600000,100000,45545809,455.458,0
67,6700000,100000,34470684,344.707,0
68,6800000,100000,33634783,336.348,0
69,6900000,100000,33561192,335.612,0
70,7000000,100000,63552703,635.527,0
71,7100000,100000,73515792,735.158,0
72,7200000,100000,63525859,635.259,0
73,7300000,100000,73496995,734.970,0
74,7400000,100000,63574008,635.740,0
75,7500000,100000,43515121,435.151,0
76,7600000,100000,33472536,334.725,0
77,7700000,100000,33465780,334.658,0
78,7800000,100000,33492397,334.924,0
79,7900000,100000,33517956,335.180,0
80,8000000,100000,43498950,434.990,0
81,8100000,100000,73543567,735.436,0
82,8200000,100000,43491829,434.918,0
83,8300000,100000,33489024,334.890,0
84,8400000,100000,33488058,334.881,0
85,8500000,100000,33544411,335.444,0
86,8600000,100000,33488376,334.884,0
87,8700000,100000,83540797,835.408,0
88,8800000,100000,33484476,334.845,0
89,8900000,100000,33579822,335.798,0
90,9000000,100000,33593605,335.936,0
91,9100000,100000,33480096,334.801,0
92,9200000,100000,33587310,335.873,0
93,9300000,100000,53596489,535.965,0
94,9400000,100000,63619309,636.193,0
95,9500000,100000,43605552,436.056,0
96,9600000,100000,33550356,335.504,0
97,9700000,100000,33477793,334.778,0
98,9800000,100000,33583872,335.839,0
99,9900000,100000,43501627,435.016,0
100,10000000,100000,73547490,735.475,0
101,10100000,100000,33528445,335.284,0
102,10200000,100000,33473742,334.737,0
103,10300000,100000,33569298,335.693,0
104,10400000,100000,33667627,336.676,0
105,10500000,100000,33571818,335.718,0
106,10600000,100000,63639079,636.391,0
107,10700000,100000,63509652,635.097,0
108,10800000,100000,33580777,335.808,0
109,10900000,100000,33482886,334.829,0
110,11000000,100000,33485994,334.860,0
111,11100000,100000,33477127,334.771,0
112,11200000,100000,63523206,635.232,0
113,11300000,100000,53513089,535.131,0
114,11400000,100000,33662616,336.626,0
115,11500000,100000,33516942,335.169,0
116,11600000,100000,33559939,335.599,0
117,11700000,100000,33667980,336.680,0
118,11800000,100000,33481728,334.817,0
119,11900000,100000,63511795,635.118,0
120,12000000,100000,63531097,635.311,0
121,12100000,100000,33477654,334.777,0
122,12200000,100000,33471144,334.711,0
123,12300000,100000,33585151,335.852,0
124,12400000,100000,33506142,335.061,0
125,12500000,100000,53521764,535.218,0
126,12600000,100000,83534431,835.344,0
127,12700000,100000,63506521,635.065,0
128,12800000,100000,53496612,534.966,0
129,12900000,100000,53479009,534.790,0
130,13000000,100000,33467286,334.673,0
131,13100000,100000,33568321,335.683,0
132,13200000,100000,33472326,334.723,0
133,13300000,100000,73496293,734.963,0
134,13400000,100000,73530234,735.302,0
135,13500000,100000,53608663,536.087,0
136,13600000,100000,63583429,635.834,0
137,13700000,100000,73524180,735.242,0
138,13800000,100000,63499567,634.996,0
139,13900000,100000,63516319,635.163,0
140,14000000,100000,83545098,835.451,0
141,14100000,100000,53503963,535.040,0
142,14200000,100000,73495429,734.954,0
143,14300000,100000,33585348,335.853,0
144,14400000,100000,33456384,334.564,0
145,14500000,100000,33468073,334.681,0
146,14600000,100000,73520490,735.205,0
147,14700000,100000,63507067,635.071,0
148,14800000,100000,33585720,335.857,0
149,14900000,100000,33552157,335.522,0
150,15000000,100000,33562674,335.627,0
151,15100000,100000,63524473,635.245,0
152,15200000,100000,73496658,734.967,0
153,15300000,100000,53497531,534.975,0
154,15400000,100000,33475806,334.758,0
155,15500000,100000,33457501,334.575,0
156,15600000,100000,33467574,334.676,0
157,15700000,100000,63507697,635.077,0
158,15800000,100000,63506988,635.070,0
159,15900000,100000,63517705,635.177,0
160,16000000,100000,73527889,735.279,0
161,16100000,100000,63505782,635.058,0
162,16200000,100000,53514055,535.141,0
163,16300000,100000,63494826,634.948,0
164,16400000,100000,33533563,335.336,0
165,16500000,100000,33464040,334.640,0
166,16600000,100000,33468714,334.687,0
167,16700000,100000,63498673,634.987,0
168,16800000,100000,73534111,735.341,0
169,16900000,100000,63519882,635.199,0
170,17000000,100000,53515573,535.156,0
171,17100000,100000,33495252,334.953,0
172,17200000,100000,33480307,334.803,0
173,17300000,100000,33494226,334.942,0
174,17400000,100000,33601896,336.019,0
175,17500000,100000,63589729,635.897,0
176,17600000,100000,53500626,535.006,0
177,17700000,100000,33587587,335.876,0
