time_h,avg_ns
0.000009327,335.759
0.000018625,334.759
0.000027921,334.640
0.000037236,335.335
0.000046586,336.602
0.000055988,338.474
0.000065285,334.681
0.000074582,334.690
0.000083918,336.107
0.000093268,336.601
0.000102587,335.501
0.000111891,334.915
0.000121187,334.669
0.000130518,335.930
0.000139838,335.501
0.000149135,334.701
0.000158430,334.605
0.000167745,335.346
0.000177068,335.649
0.000186376,335.064
0.000195671,334.622
0.000204966,334.626
0.000214261,334.623
0.000223581,335.503
0.000232878,334.695
0.000242199,335.564
0.000251519,335.507
0.000260817,334.727
0.000270136,335.514
0.000279434,334.710
0.000288727,334.561
0.000298035,335.063
0.000307333,334.729
0.000316638,335.009
0.000325933,334.615
0.000335229,334.636
0.000344524,334.626
0.000353817,334.551
0.000363114,334.696
0.000372448,336.032
0.000381743,334.620
0.000391066,335.631
0.000400386,335.504
0.000409760,337.453
0.000419088,335.836
0.000428410,335.572
0.000437731,335.574
0.000447026,334.623
0.000456329,334.890
0.000465630,334.842
0.000474925,334.615
0.000484240,335.340
0.000493542,334.860
0.000502849,335.048
0.000512182,336.022
0.000521506,335.638
0.000530828,335.600
0.000540131,334.925
0.000549476,336.397
0.000558771,334.633
0.000568098,335.768
0.000577404,335.025
0.000586698,334.554
0.000596021,335.650
0.000605326,334.967
0.000614669,336.345
0.000623992,335.635
0.000633312,335.512
0.000642606,334.609
0.000651901,334.623
0.000661217,335.360
0.000670561,336.394
0.000679860,334.757
0.000689153,334.550
0.000698448,334.623
0.000707771,335.626
0.000717064,334.556
0.000726388,335.642
0.000735681,334.550
0.000744992,335.199
0.000754287,334.624
0.000763606,335.490
0.000772899,334.547
0.000782225,335.740
0.000791520,334.620
0.000800849,335.850
0.000810179,335.868
0.000819487,335.102
0.000828783,334.626
0.000838104,335.578
0.000847399,334.622
0.000856712,335.259
0.000866046,336.008
0.000875340,334.615
0.000884689,336.531
0.000893984,334.626
0.000903279,334.636
0.000912583,334.930
0.000921899,335.400
0.000931194,334.619
0.000940491,334.677
0.000949795,334.930
0.000959103,335.100
0.000968399,334.643
0.000977715,335.375
0.000987218,342.135
0.000996519,334.830
0.001005865,336.460
0.001015163,334.710
0.001024458,334.615
0.001033773,335.355
0.001043071,334.719
0.001052403,335.954
0.001061720,335.413
0.001071015,334.619
0.001080310,334.626
0.001089603,334.548
0.001098906,334.905
0.001108201,334.610
0.001117518,335.439
0.001126831,335.246
0.001136124,334.562
0.001145429,334.979
0.001154751,335.576
0.001164090,336.207
0.001173413,335.633
0.001182706,334.558
0.001192001,334.603
0.001201296,334.627
0.001210591,334.622
0.001219911,335.502
0.001229239,335.838
0.001238573,335.994
0.001247868,334.624
0.001257191,335.632
0.001266499,335.110
0.001275823,335.638
0.001285145,335.593
0.001294458,335.289
0.001303815,336.849
0.001313136,335.547
0.001322448,335.252
0.001331745,334.693
0.001341040,334.612
0.001350334,334.557
0.001359630,334.685
0.001368923,334.553
0.001378219,334.623
0.001387514,334.622
0.001396809,334.621
0.001406128,335.500
0.001415440,335.237
0.001424736,334.631
0.001434054,335.448
0.001443379,335.711
0.001452716,336.135
0.001462013,334.699
0.001471316,334.885
0.001480656,336.264
0.001489979,335.632
0.001499284,334.968
0.001508594,335.149
0.001517890,334.682
0.001527199,335.108
0.001536492,334.552
0.001545789,334.698
0.001555109,335.501
0.001564416,335.061
0.001573713,334.684
0.001583022,335.118
0.001592342,335.552
0.001601638,334.626
0.001610933,334.621
0.001620226,334.552
0.001629559,335.983
0.001638869,335.163
0.001648166,334.696
0.001657731,344.353
0.001667025,334.591
0.001676353,335.801
0.001685662,335.135
0.001694958,334.638
0.001704253,334.623
0.001713558,334.967
0.001722877,335.487
0.001732201,335.664
0.001741515,335.328
0.001750837,335.593
0.001760133,334.629
0.001769448,335.337
0.001778772,335.676
0.001788065,334.553
0.001797387,335.579
0.001806688,334.865
0.001815982,334.560
0.001825303,335.554
0.001834598,334.630
0.001843920,335.573
0.001853213,334.556
0.001862512,334.772
0.001871805,334.551
0.001881126,335.539
0.001890422,334.677
0.001899715,334.554
0.001909021,335.013
0.001918314,334.554
0.001927628,335.302
0.001936923,334.619
0.001946219,334.626
0.001955512,334.552
0.001964821,335.144
0.001974117,334.652
0.001983432,335.342
0.001992734,334.858
0.002002040,335.040
0.002011338,334.698
