run,run_dir,avg_ns,elapsed_s,mismatches,trace_blocks,trace_mean_ns,trace_min_ns,trace_max_ns,trace_std_ns,trace_mismatches
1,run_01,335.220,60.339690,0,1800,335.220,334.544,396.826,2.062,0
2,run_02,335.221,60.339767,0,1800,335.221,334.541,404.418,2.236,0
3,run_03,335.219,60.339364,0,1800,335.219,334.545,403.862,2.239,0
4,run_04,335.214,60.338543,0,1800,335.214,334.544,404.096,2.237,0
5,run_05,335.216,60.338957,0,1800,335.216,334.542,403.930,2.229,0
6,run_06,335.239,60.343030,0,1800,335.239,334.545,404.316,2.246,0
7,run_07,335.222,60.339893,0,1800,335.222,334.543,397.333,2.129,0
8,run_08,335.272,60.348897,0,1800,335.272,334.543,445.623,3.121,0
9,run_09,335.245,60.344184,0,1800,335.245,334.545,405.130,2.318,0
10,run_10,335.224,60.340409,0,1800,335.224,334.545,406.184,2.278,0
11,run_11,335.216,60.338908,0,1800,335.216,334.535,404.360,2.251,0
12,run_12,335.230,60.341327,0,1800,335.230,334.543,404.569,2.249,0
13,run_13,335.211,60.337945,0,1800,335.211,334.545,404.098,2.311,0
14,run_14,335.270,60.348610,0,1800,335.270,334.544,404.345,2.259,0
15,run_15,335.222,60.339876,0,1800,335.222,334.546,405.245,2.244,0
16,run_16,335.228,60.341070,0,1800,335.228,334.539,405.457,2.275,0
17,run_17,335.238,60.342834,0,1800,335.238,334.543,404.347,2.241,0
18,run_18,335.213,60.338312,0,1800,335.213,334.536,404.777,2.233,0
19,run_19,335.230,60.341326,0,1800,335.230,334.545,404.289,2.231,0
20,run_20,335.220,60.339643,0,1800,335.220,334.531,404.923,2.250,0
21,run_21,335.215,60.338640,0,1800,335.215,334.541,410.989,2.346,0
22,run_22,335.275,60.349539,0,1800,335.275,334.546,404.393,2.648,0
23,run_23,335.229,60.341257,0,1800,335.229,334.542,404.581,2.252,0
24,run_24,335.228,60.340984,0,1800,335.228,334.543,397.034,2.128,0
25,run_25,335.234,60.342121,0,1800,335.234,334.545,399.969,2.193,0
26,run_26,335.213,60.338386,0,1800,335.213,334.545,405.100,2.230,0
27,run_27,335.253,60.345521,0,1800,335.253,334.542,404.620,2.418,0
28,run_28,335.223,60.340112,0,1800,335.223,334.544,404.539,2.236,0
29,run_29,335.241,60.343295,0,1800,335.241,334.543,404.218,2.245,0
30,run_30,335.235,60.342328,0,1800,335.235,334.538,399.616,2.164,0
31,run_31,335.231,60.341583,0,1800,335.231,334.543,403.921,2.212,0
32,run_32,335.223,60.340200,0,1800,335.223,334.545,404.153,2.314,0
33,run_33,335.252,60.345336,0,1800,335.252,334.546,405.428,2.346,0
34,run_34,335.197,60.335520,0,1800,335.197,334.544,403.906,1.779,0
35,run_35,335.221,60.339824,0,1800,335.221,334.546,404.401,2.240,0
36,run_36,335.251,60.345244,0,1800,335.251,334.542,404.130,2.255,0
37,run_37,335.229,60.341183,0,1800,335.229,334.541,398.731,2.227,0
38,run_38,335.240,60.343141,0,1800,335.240,334.533,410.712,2.419,0
39,run_39,335.218,60.339263,0,1800,335.218,334.543,400.479,2.269,0
40,run_40,335.209,60.337597,0,1800,335.209,334.541,399.923,2.225,0
41,run_41,335.251,60.345161,0,1800,335.251,334.537,404.844,2.344,0
42,run_42,335.254,60.345695,0,1800,335.254,334.544,404.215,2.417,0
43,run_43,335.246,60.344364,0,1800,335.246,334.535,404.833,2.249,0
44,run_44,335.226,60.340718,0,1800,335.226,334.542,404.148,2.248,0
45,run_45,335.219,60.339466,0,1800,335.219,334.544,404.206,2.251,0
46,run_46,335.248,60.344717,0,1800,335.248,334.545,403.854,2.235,0
47,run_47,335.228,60.341006,0,1800,335.228,334.545,404.095,2.238,0
48,run_48,335.217,60.339025,0,1800,335.217,334.545,403.966,2.224,0
49,run_49,335.240,60.343267,0,1800,335.240,334.544,396.614,2.130,0
50,run_50,335.238,60.342838,0,1800,335.238,334.539,404.180,2.318,0
51,run_51,335.254,60.345784,0,1800,335.254,334.542,404.324,2.249,0
52,run_52,335.198,60.335649,0,1800,335.198,334.547,404.088,2.254,0
53,run_53,335.243,60.343728,0,1800,335.243,334.543,404.959,2.280,0
54,run_54,335.221,60.339840,0,1800,335.221,334.544,404.191,2.235,0
55,run_55,335.229,60.341247,0,1800,335.229,334.543,400.556,2.196,0
56,run_56,335.203,60.336564,0,1800,335.203,334.541,396.618,2.135,0
57,run_57,335.236,60.342561,0,1800,335.236,334.545,397.691,2.143,0
58,run_58,335.249,60.344895,0,1800,335.249,334.545,397.652,2.156,0
59,run_59,335.252,60.345389,0,1800,335.252,334.543,403.930,2.305,0
60,run_60,335.239,60.343093,0,1800,335.239,334.544,404.400,2.260,0
