block,first_iter,iters,elapsed_ns,avg_ns,mismatches
0,0,100000,33625519,336.255,0
1,100000,100000,33468558,334.686,0
2,200000,100000,33585102,335.851,0
3,300000,100000,33502525,335.025,0
4,400000,100000,33543336,335.433,0
5,500000,100000,33574554,335.746,0
6,600000,100000,33472747,334.727,0
7,700000,100000,33463032,334.630,0
8,800000,100000,33576108,335.761,0
9,900000,100000,33475993,334.760,0
10,1000000,100000,33464598,334.646,0
11,1100000,100000,33481254,334.813,0
12,1200000,100000,33468727,334.687,0
13,1300000,100000,33513288,335.133,0
14,1400000,100000,33568026,335.680,0
15,1500000,100000,33475357,334.754,0
16,1600000,100000,33499998,335.000,0
17,1700000,100000,33481878,334.819,0
18,1800000,100000,33469681,334.697,0
19,1900000,100000,33480618,334.806,0
20,2000000,100000,33471726,334.717,0
21,2100000,100000,33463867,334.639,0
22,2200000,100000,33519354,335.194,0
23,2300000,100000,33463794,334.638,0
24,2400000,100000,33566617,335.666,0
25,2500000,100000,33593580,335.936,0
26,2600000,100000,33607512,336.075,0
27,2700000,100000,33470563,334.706,0
28,2800000,100000,33639120,336.391,0
29,2900000,100000,33549060,335.491,0
30,3000000,100000,33559339,335.593,0
31,3100000,100000,33583254,335.833,0
32,3200000,100000,33469200,334.692,0
33,3300000,100000,33567949,335.679,0
34,3400000,100000,33574434,335.744,0
35,3500000,100000,33626766,336.268,0
36,3600000,100000,33481969,334.820,0
37,3700000,100000,33463884,334.639,0
38,3800000,100000,33476586,334.766,0
39,3900000,100000,33569269,335.693,0
40,4000000,100000,33472326,334.723,0
41,4100000,100000,33462990,334.630,0
42,4200000,100000,33581389,335.814,0
43,4300000,100000,33469656,334.697,0
44,4400000,100000,33689784,336.898,0
45,4500000,100000,33486895,334.869,0
46,4600000,100000,33464112,334.641,0
47,4700000,100000,33471780,334.718,0
48,4800000,100000,33573181,335.732,0
49,4900000,100000,33472506,334.725,0
50,5000000,100000,33669234,336.692,0
51,5100000,100000,33563953,335.640,0
52,5200000,100000,33471072,334.711,0
53,5300000,100000,33568782,335.688,0
54,5400000,100000,33601117,336.011,0
55,5500000,100000,33565182,335.652,0
56,5600000,100000,33591504,335.915,0
57,5700000,100000,33471829,334.718,0
58,5800000,100000,33480906,334.809,0
59,5900000,100000,33501300,335.013,0
60,6000000,100000,33519145,335.191,0
61,6100000,100000,33568806,335.688,0
62,6200000,100000,33474984,334.750,0
63,6300000,100000,33532243,335.322,0
64,6400000,100000,33557844,335.578,0
65,6500000,100000,33486978,334.870,0
66,6600000,100000,33656935,336.569,0
67,6700000,100000,33510888,335.109,0
68,6800000,100000,33476646,334.766,0
69,6900000,100000,33464299,334.643,0
70,7000000,100000,33491412,334.914,0
71,7100000,100000,33553770,335.538,0
72,7200000,100000,33471301,334.713,0
73,7300000,100000,33584976,335.850,0
74,7400000,100000,33649542,336.495,0
