18,0.00 0.00 0.00 1/51 93
48,0.56 0.13 0.04 3/55 101
78,1.13 0.31 0.11 3/55 103
108,1.47 0.47 0.17 3/55 107
138,1.68 0.62 0.23 3/55 109
168,1.81 0.75 0.29 3/55 113
198,1.89 0.87 0.34 3/55 115
228,1.93 0.98 0.40 3/55 119
258,1.96 1.08 0.45 3/56 122
288,1.98 1.17 0.50 3/56 126
318,1.99 1.25 0.55 3/52 128
348,1.99 1.32 0.60 3/52 132
378,2.00 1.39 0.64 3/52 134
408,2.00 1.45 0.69 3/52 138
438,2.00 1.50 0.73 3/52 140
468,2.00 1.55 0.77 3/52 144
498,2.00 1.60 0.81 3/52 146
528,2.00 1.64 0.85 3/52 150
558,2.00 1.67 0.89 3/51 152
588,2.00 1.71 0.93 3/51 156
619,2.00 1.74 0.96 3/51 158
649,2.00 1.76 1.00 3/51 162
679,2.00 1.79 1.03 3/51 164
709,2.00 1.81 1.06 3/51 168
739,2.00 1.83 1.09 3/51 170
769,2.00 1.85 1.12 3/51 174
799,2.00 1.86 1.15 3/51 176
829,2.00 1.88 1.18 3/51 180
859,2.00 1.89 1.21 3/51 182
889,2.00 1.90 1.23 3/51 186
919,2.00 1.91 1.26 3/51 188
949,2.00 1.92 1.29 3/51 192
979,2.00 1.93 1.31 3/51 194
1009,2.00 1.94 1.33 3/51 198
1039,2.00 1.95 1.36 3/51 200
1069,2.00 1.95 1.38 3/51 204
1099,2.00 1.96 1.40 3/51 206
1129,2.00 1.96 1.42 3/51 210
1159,2.00 1.97 1.44 3/51 212
1189,2.00 1.97 1.46 3/51 216
1219,2.00 1.98 1.48 3/51 218
1249,2.00 1.98 1.49 3/51 222
1279,2.00 1.98 1.51 3/51 224
1309,2.00 1.98 1.53 3/51 228
1339,2.00 1.99 1.55 3/52 231
1369,2.00 1.99 1.56 3/52 233
1399,2.00 1.99 1.58 3/52 237
1429,2.00 2.00 1.59 3/52 239
1459,2.00 2.00 1.61 3/52 243
1489,2.00 2.00 1.62 3/52 245
1519,2.00 2.00 1.64 3/52 249
1549,2.00 2.00 1.65 3/52 251
1579,2.00 2.00 1.66 3/52 255
1609,2.00 2.00 1.67 3/52 257
1640,2.00 2.00 1.68 3/51 261
1670,2.00 2.00 1.69 3/52 264
1700,2.00 2.00 1.71 3/52 268
1730,2.00 2.00 1.72 3/52 270
1760,2.00 2.00 1.73 3/52 274
1790,2.00 2.00 1.74 3/52 276
1820,2.00 2.00 1.75 3/52 280
1850,2.00 2.00 1.76 3/52 282
1880,2.00 2.00 1.76 3/52 286
1910,2.00 2.00 1.77 3/52 288
1940,2.00 2.00 1.78 3/52 292
1970,2.00 2.00 1.79 3/51 294
2000,2.00 2.00 1.80 3/52 299
2030,2.00 2.00 1.81 3/52 301
2060,2.00 2.00 1.82 3/52 305
2090,2.00 2.00 1.82 3/52 307
2120,2.00 2.00 1.83 3/52 311
2150,2.00 2.00 1.83 3/52 313
2180,2.00 2.00 1.84 3/52 317
2210,2.00 2.00 1.85 3/52 319
2240,2.00 2.00 1.85 3/52 323
2270,2.00 2.00 1.86 3/52 325
2300,2.00 2.00 1.86 3/51 329
2330,2.00 2.00 1.87 3/51 331
2360,2.00 2.00 1.88 3/51 335
2390,2.00 2.00 1.88 3/51 337
2420,2.00 2.00 1.89 3/51 341
2450,2.00 2.00 1.89 3/51 343
2480,2.00 2.00 1.90 3/51 347
2510,2.00 2.00 1.91 3/52 350
2540,2.00 2.00 1.91 3/52 354
2570,2.00 2.00 1.91 3/52 356
2600,2.00 2.00 1.92 3/52 360
2631,2.00 2.00 1.92 3/52 362
2661,2.00 2.00 1.92 3/52 366
2691,2.00 2.00 1.92 3/52 368
2721,2.00 2.00 1.93 3/52 372
2751,2.00 2.00 1.93 3/52 374
2781,2.00 2.00 1.93 3/52 378
2811,2.00 2.00 1.94 3/51 380
2841,2.00 2.00 1.94 3/51 384
2871,2.00 2.00 1.94 3/51 386
2901,2.00 2.00 1.95 3/51 390
2931,2.00 2.00 1.95 3/51 392
2961,2.00 2.00 1.95 3/51 396
2991,2.00 2.00 1.95 3/51 398
3021,2.00 2.00 1.96 3/51 402
3051,2.00 2.00 1.96 3/51 404
3081,2.00 2.00 1.96 3/51 408
3111,2.00 2.00 1.97 3/51 410
3141,2.00 2.00 1.97 3/51 414
3171,2.00 2.00 1.97 3/51 416
3201,2.00 2.00 1.97 3/51 420
3231,2.00 2.00 1.98 3/52 423
3261,2.00 2.00 1.98 3/52 427
3291,2.00 2.00 1.98 3/52 429
3321,2.00 2.00 1.99 3/52 433
3351,2.00 2.00 1.99 3/52 435
3381,2.00 2.00 1.99 3/52 439
3411,2.00 2.00 1.99 3/52 441
3441,2.05 2.01 2.00 3/52 445
3471,2.03 2.01 2.00 3/52 447
3501,2.02 2.01 2.00 3/52 451
3531,2.01 2.01 2.00 3/52 454
3561,2.00 2.00 2.00 3/52 458
3591,2.00 2.00 2.00 3/52 460
3622,2.00 2.00 2.00 3/52 464
3652,2.00 2.00 2.00 3/52 466
