block,first_iter,iters,elapsed_ns,avg_ns,mismatches
0,0,100000,33537420,335.374,0
1,100000,100000,33485730,334.857,0
2,200000,100000,33463315,334.633,0
3,300000,100000,33456606,334.566,0
4,400000,100000,33470310,334.703,0
5,500000,100000,33455365,334.554,0
6,600000,100000,33462498,334.625,0
7,700000,100000,33462876,334.629,0
8,800000,100000,33463309,334.633,0
9,900000,100000,33551112,335.511,0
10,1000000,100000,33564762,335.648,0
11,1100000,100000,33629893,336.299,0
12,1200000,100000,33644340,336.443,0
13,1300000,100000,33565692,335.657,0
14,1400000,100000,33455173,334.552,0
15,1500000,100000,33503166,335.032,0
16,1600000,100000,33455154,334.552,0
17,1700000,100000,33462739,334.627,0
18,1800000,100000,33562908,335.629,0
19,1900000,100000,33455694,334.557,0
20,2000000,100000,33460885,334.609,0
21,2100000,100000,33462468,334.625,0
22,2200000,100000,33461838,334.618,0
23,2300000,100000,33549955,335.500,0
24,2400000,100000,33676374,336.764,0
25,2500000,100000,33454842,334.548,0
26,2600000,100000,33641305,336.413,0
27,2700000,100000,33479226,334.792,0
28,2800000,100000,33572052,335.721,0
29,2900000,100000,33465259,334.653,0
30,3000000,100000,33653292,336.533,0
31,3100000,100000,33557778,335.578,0
32,3200000,100000,33588109,335.881,0
33,3300000,100000,33554064,335.541,0
34,3400000,100000,33454926,334.549,0
35,3500000,100000,33469513,334.695,0
36,3600000,100000,33461424,334.614,0
37,3700000,100000,33699624,336.996,0
38,3800000,100000,33564601,335.646,0
39,3900000,100000,33494046,334.940,0
40,4000000,100000,33467358,334.674,0
41,4100000,100000,33570823,335.708,0
42,4200000,100000,33613734,336.137,0
43,4300000,100000,33494226,334.942,0
44,4400000,100000,33689077,336.891,0
45,4500000,100000,33461136,334.611,0
46,4600000,100000,33462744,334.627,0
47,4700000,100000,33495085,334.951,0
48,4800000,100000,33455046,334.550,0
49,4900000,100000,33469302,334.693,0
50,5000000,100000,33588409,335.884,0
51,5100000,100000,33534792,335.348,0
52,5200000,100000,33468342,334.683,0
53,5300000,100000,33455575,334.556,0
54,5400000,100000,33555978,335.560,0
55,5500000,100000,33468474,334.685,0
56,5600000,100000,33559237,335.592,0
57,5700000,100000,33455346,334.553,0
58,5800000,100000,33482214,334.822,0
59,5900000,100000,33455077,334.551,0
60,6000000,100000,33502614,335.026,0
61,6100000,100000,33571026,335.710,0
62,6200000,100000,33455821,334.558,0
63,6300000,100000,33555636,335.556,0
64,6400000,100000,33463140,334.631,0
65,6500000,100000,33462331,334.623,0
66,6600000,100000,33492750,334.928,0
67,6700000,100000,33690546,336.905,0
68,6800000,100000,33455197,334.552,0
69,6900000,100000,33469854,334.699,0
70,7000000,100000,33460680,334.607,0
71,7100000,100000,33565429,335.654,0
72,7200000,100000,33472512,334.725,0
73,7300000,100000,33455922,334.559,0
74,7400000,100000,33462835,334.628,0
75,7500000,100000,33462516,334.625,0
76,7600000,100000,33514212,335.142,0
77,7700000,100000,33549937,335.499,0
78,7800000,100000,34355586,343.556,0
79,7900000,100000,33561012,335.610,0
80,8000000,100000,33464347,334.643,0
81,8100000,100000,33463140,334.631,0
82,8200000,100000,33454920,334.549,0
83,8300000,100000,33479311,334.793,0
84,8400000,100000,33455520,334.555,0
85,8500000,100000,33515502,335.155,0
86,8600000,100000,33564145,335.641,0
87,8700000,100000,33585534,335.855,0
88,8800000,100000,33555876,335.559,0
89,8900000,100000,33558373,335.584,0
90,9000000,100000,33630636,336.306,0
91,9100000,100000,33641238,336.412,0
92,9200000,100000,33469621,334.696,0
93,9300000,100000,33549822,335.498,0
94,9400000,100000,33565224,335.652,0
95,9500000,100000,33556027,335.560,0
96,9600000,100000,33455922,334.559,0
97,9700000,100000,33502464,335.025,0
98,9800000,100000,33496015,334.960,0
99,9900000,100000,33511728,335.117,0
100,10000000,100000,33463410,334.634,0
101,10100000,100000,33558895,335.589,0
102,10200000,100000,33631464,336.315,0
103,10300000,100000,33470370,334.704,0
104,10400000,100000,33461539,334.615,0
105,10500000,100000,33541512,335.415,0
106,10600000,100000,33469452,334.695,0
107,10700000,100000,33455773,334.558,0
108,10800000,100000,33462276,334.623,0
109,10900000,100000,33467616,334.676,0
110,11000000,100000,33469447,334.694,0
111,11100000,100000,33563622,335.636,0
112,11200000,100000,33455802,334.558,0
113,11300000,100000,33460669,334.607,0
114,11400000,100000,33653136,336.531,0
115,11500000,100000,33462174,334.622,0
116,11600000,100000,33455185,334.552,0
117,11700000,100000,33564504,335.645,0
118,11800000,100000,33584058,335.841,0
119,11900000,100000,33462534,334.625,0
120,12000000,100000,33468666,334.687,0
121,12100000,100000,33455580,334.556,0
122,12200000,100000,33556026,335.560,0
123,12300000,100000,33474493,334.745,0
124,12400000,100000,33461802,334.618,0
125,12500000,100000,33543504,335.435,0
126,12600000,100000,33470101,334.701,0
127,12700000,100000,33523284,335.233,0
128,12800000,100000,34650133,346.501,0
129,12900000,100000,33464748,334.647,0
130,13000000,100000,33578664,335.787,0
131,13100000,100000,33475255,334.753,0
132,13200000,100000,33455574,334.556,0
133,13300000,100000,33509742,335.097,0
134,13400000,100000,33593869,335.939,0
135,13500000,100000,33520056,335.201,0
136,13600000,100000,33461928,334.619,0
137,13700000,100000,33567493,335.675,0
138,13800000,100000,33461706,334.617,0
139,13900000,100000,33551244,335.512,0
140,14000000,100000,33565231,335.652,0
141,14100000,100000,33455466,334.555,0
142,14200000,100000,33470250,334.702,0
143,14300000,100000,33550447,335.504,0
144,14400000,100000,33462708,334.627,0
145,14500000,100000,33563460,335.635,0
146,14600000,100000,33645991,336.460,0
147,14700000,100000,33556110,335.561,0
148,14800000,100000,33558414,335.584,0
149,14900000,100000,33557665,335.577,0
150,15000000,100000,33455556,334.556,0
151,15100000,100000,33470112,334.701,0
152,15200000,100000,33583849,335.838,0
153,15300000,100000,33553200,335.532,0
154,15400000,100000,33562794,335.628,0
155,15500000,100000,33521725,335.217,0
156,15600000,100000,33500970,335.010,0
157,15700000,100000,33455508,334.555,0
158,15800000,100000,33462181,334.622,0
159,15900000,100000,33507276,335.073,0
160,16000000,100000,33465678,334.657,0
161,16100000,100000,33455071,334.551,0
162,16200000,100000,33489216,334.892,0
163,16300000,100000,33557190,335.572,0
164,16400000,100000,33456624,334.566,0
165,16500000,100000,33581575,335.816,0
166,16600000,100000,33455394,334.554,0
167,16700000,100000,33546426,335.464,0
168,16800000,100000,33462301,334.623,0
169,16900000,100000,33462606,334.626,0
170,17000000,100000,33584598,335.846,0
171,17100000,100000,33469177,334.692,0
172,17200000,100000,33461316,334.613,0
173,17300000,100000,33455982,334.560,0
174,17400000,100000,33469423,334.694,0
175,17500000,100000,33615978,336.160,0
176,17600000,100000,33565164,335.652,0
177,17700000,100000,33454867,334.549,0
178,17800000,100000,33519726,335.197,0
