block,first_iter,iters,elapsed_ns,avg_ns,mismatches
0,0,100000,33520050,335.200,0
1,100000,100000,33495252,334.953,0
2,200000,100000,33468769,334.688,0
3,300000,100000,33563682,335.637,0
4,400000,100000,33474510,334.745,0
5,500000,100000,33601651,336.017,0
6,600000,100000,33474600,334.746,0
7,700000,100000,33697212,336.972,0
8,800000,100000,33463405,334.634,0
9,900000,100000,33576870,335.769,0
10,1000000,100000,33565308,335.653,0
11,1100000,100000,33464509,334.645,0
12,1200000,100000,33495846,334.958,0
13,1300000,100000,33463140,334.631,0
14,1400000,100000,33553183,335.532,0
15,1500000,100000,33473478,334.735,0
16,1600000,100000,33471612,334.716,0
17,1700000,100000,33654319,336.543,0
18,1800000,100000,33480906,334.809,0
19,1900000,100000,33470370,334.704,0
20,2000000,100000,33559495,335.595,0
21,2100000,100000,33575658,335.757,0
22,2200000,100000,33625182,336.252,0
23,2300000,100000,33575779,335.758,0
24,2400000,100000,33502614,335.026,0
25,2500000,100000,33545340,335.453,0
26,2600000,100000,33480175,334.802,0
27,2700000,100000,33475926,334.759,0
28,2800000,100000,33668634,336.686,0
29,2900000,100000,33680983,336.810,0
30,3000000,100000,33472668,334.727,0
31,3100000,100000,33559014,335.590,0
32,3200000,100000,33577369,335.774,0
33,3300000,100000,33463662,334.637,0
34,3400000,100000,33472362,334.724,0
35,3500000,100000,33479917,334.799,0
36,3600000,100000,33464604,334.646,0
37,3700000,100000,33480960,334.810,0
38,3800000,100000,33559369,335.594,0
39,3900000,100000,33471678,334.717,0
40,4000000,100000,33550188,335.502,0
41,4100000,100000,33480709,334.807,0
42,4200000,100000,33540804,335.408,0
43,4300000,100000,33674898,336.749,0
44,4400000,100000,33551599,335.516,0
45,4500000,100000,33465066,334.651,0
46,4600000,100000,33483138,334.831,0
47,4700000,100000,33636127,336.361,0
48,4800000,100000,33567492,335.675,0
49,4900000,100000,33475440,334.754,0
50,5000000,100000,33535447,335.354,0
51,5100000,100000,33463836,334.638,0
52,5200000,100000,33613536,336.135,0
53,5300000,100000,33599575,335.996,0
